First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 3, Potential measurament V. 
-6.503,4.083,2024-07-29 18:42:01
-7.450,4.448,2024-07-29 18:42:02
6.267,4.454,2024-07-29 18:42:02
6.831,4.454,2024-07-29 18:42:03
7.519,4.454,2024-07-29 18:42:03
8.085,4.453,2024-07-29 18:42:04
-10.000,4.455,2024-07-29 18:42:04
-10.000,4.455,2024-07-29 18:42:05
-10.000,4.456,2024-07-29 18:42:05
9.435,4.452,2024-07-29 18:42:06
9.455,4.452,2024-07-29 18:42:06
5.847,4.162,2024-07-29 18:53:26
0.839,4.056,2024-07-29 18:53:27
-1.983,4.151,2024-07-29 18:53:27
1.465,4.363,2024-07-29 18:53:28
2.336,4.392,2024-07-29 18:53:28
3.115,4.379,2024-07-29 18:53:29
3.655,4.258,2024-07-29 18:53:29
-6.395,4.255,2024-07-29 18:53:30
-7.126,4.201,2024-07-29 18:53:30
-7.650,4.454,2024-07-29 18:53:31
6.710,4.454,2024-07-29 18:53:31
7.448,4.454,2024-07-29 18:53:32
8.096,4.453,2024-07-29 18:53:32
-10.000,4.455,2024-07-29 18:53:33
-10.000,4.455,2024-07-29 18:53:33
-10.000,4.456,2024-07-29 18:53:34
9.314,4.451,2024-07-29 18:53:34
9.176,4.451,2024-07-29 18:53:35
9.361,4.451,2024-07-29 18:53:35
-10.000,4.454,2024-07-29 18:53:36
9.035,4.446,2024-07-29 19:04:56
8.477,4.387,2024-07-29 19:04:57
7.823,4.434,2024-07-29 19:04:57
-9.226,4.351,2024-07-29 19:04:58
-8.788,4.346,2024-07-29 19:04:58
-8.263,4.314,2024-07-29 19:04:59
-7.596,4.319,2024-07-29 19:04:59
-0.547,4.259,2024-07-29 19:05:00
-2.505,4.266,2024-07-29 19:05:00
-3.785,4.076,2024-07-29 19:05:01
-4.780,4.068,2024-07-29 19:05:01
-6.324,4.087,2024-07-29 19:05:02
5.537,4.455,2024-07-29 19:05:02
6.686,4.454,2024-07-29 19:05:03
7.751,4.454,2024-07-29 19:05:03
-10.000,4.455,2024-07-29 19:05:04
-10.000,4.456,2024-07-29 19:05:04
-10.000,4.456,2024-07-29 19:05:05
9.315,4.451,2024-07-29 19:05:05
-10.000,4.455,2024-07-29 19:16:25
-10.000,4.456,2024-07-29 19:16:26
9.452,4.451,2024-07-29 19:16:26
9.247,4.452,2024-07-29 19:16:27
9.148,4.451,2024-07-29 19:16:27
-10.000,4.457,2024-07-29 19:16:28
-10.000,4.457,2024-07-29 19:16:28
-10.000,4.435,2024-07-29 19:16:29
-9.758,4.439,2024-07-29 19:16:29
7.777,4.302,2024-07-29 19:16:30
7.100,4.231,2024-07-29 19:16:31
6.534,4.365,2024-07-29 19:16:31
-7.580,4.326,2024-07-29 19:16:32
-0.956,4.274,2024-07-29 19:16:32
0.754,4.292,2024-07-29 19:16:33
1.674,4.284,2024-07-29 19:16:33
-4.201,4.178,2024-07-29 19:16:34
-4.843,4.203,2024-07-29 19:16:34
-5.516,4.010,2024-07-29 19:16:35
-7.665,4.320,2024-07-29 19:27:55
-7.486,4.386,2024-07-29 19:27:55
-7.339,4.259,2024-07-29 19:27:56
-3.574,4.268,2024-07-29 19:27:56
-1.213,4.066,2024-07-29 19:27:57
-1.758,4.124,2024-07-29 19:27:57
-2.056,4.133,2024-07-29 19:27:58
0.888,4.333,2024-07-29 19:27:58
1.042,4.332,2024-07-29 19:27:59
-2.662,4.271,2024-07-29 19:27:59
-2.709,4.285,2024-07-29 19:28:00
-2.869,4.241,2024-07-29 19:28:00
1.506,4.367,2024-07-29 19:28:01
1.482,4.368,2024-07-29 19:28:01
1.372,4.358,2024-07-29 19:28:02
1.287,4.313,2024-07-29 19:28:02
-2.504,4.332,2024-07-29 19:28:03
-2.288,4.306,2024-07-29 19:28:03
-1.933,4.198,2024-07-29 19:28:04
8.333,4.453,2024-07-29 19:39:25
8.429,4.453,2024-07-29 19:39:25
8.634,4.452,2024-07-29 19:39:26
8.748,4.453,2024-07-29 19:39:26
-10.000,4.455,2024-07-29 19:39:27
-10.000,4.456,2024-07-29 19:39:27
-10.000,4.455,2024-07-29 19:39:28
9.115,4.452,2024-07-29 19:39:28
9.059,4.452,2024-07-29 19:39:29
9.225,4.452,2024-07-29 19:39:29
9.149,4.452,2024-07-29 19:39:30
9.294,4.452,2024-07-29 19:39:30
-10.000,4.455,2024-07-29 19:39:31
-10.000,4.456,2024-07-29 19:39:31
-10.000,4.456,2024-07-29 19:39:32
9.330,4.451,2024-07-29 19:39:32
9.387,4.451,2024-07-29 19:39:33
9.291,4.452,2024-07-29 19:39:33
9.369,4.452,2024-07-29 19:39:34
-10.000,4.408,2024-07-29 19:50:54
-10.000,4.445,2024-07-29 19:50:55
-10.000,4.457,2024-07-29 19:50:55
-10.000,4.457,2024-07-29 19:50:56
9.184,4.452,2024-07-29 19:50:56
9.352,4.451,2024-07-29 19:50:57
9.202,4.451,2024-07-29 19:50:57
-10.000,4.456,2024-07-29 19:50:58
-10.000,4.456,2024-07-29 19:50:58
-10.000,4.456,2024-07-29 19:50:59
9.209,4.452,2024-07-29 19:50:59
9.254,4.452,2024-07-29 19:51:00
-10.000,4.455,2024-07-29 19:51:00
8.819,4.452,2024-07-29 19:51:01
8.711,4.453,2024-07-29 19:51:01
8.648,4.453,2024-07-29 19:51:02
-10.000,4.455,2024-07-29 19:51:02
-10.000,4.455,2024-07-29 19:51:03
-10.000,4.455,2024-07-29 19:51:03
6.711,4.453,2024-07-29 20:02:23
7.978,4.453,2024-07-29 20:02:23
7.867,4.453,2024-07-29 20:02:24
7.847,4.453,2024-07-29 20:02:24
-9.472,4.455,2024-07-29 20:02:25
-9.505,4.454,2024-07-29 20:02:25
-9.567,4.455,2024-07-29 20:02:26
-9.704,4.455,2024-07-29 20:02:26
8.247,4.453,2024-07-29 20:02:27
8.389,4.453,2024-07-29 20:02:27
8.578,4.453,2024-07-29 20:02:28
8.797,4.452,2024-07-29 20:02:28
-10.000,4.455,2024-07-29 20:02:29
-10.000,4.456,2024-07-29 20:02:29
-10.000,4.456,2024-07-29 20:02:30
-10.000,4.455,2024-07-29 20:02:30
9.345,4.451,2024-07-29 20:02:31
9.286,4.451,2024-07-29 20:02:31
9.377,4.451,2024-07-29 20:02:32
9.448,4.451,2024-07-29 20:02:32
0.101,4.240,2024-07-29 20:13:52
-7.238,4.264,2024-07-29 20:13:53
-7.587,4.341,2024-07-29 20:13:53
6.337,4.152,2024-07-29 20:13:54
6.810,4.133,2024-07-29 20:13:54
6.845,4.443,2024-07-29 20:13:55
7.362,4.308,2024-07-29 20:13:55
-9.323,4.384,2024-07-29 20:13:56
-9.525,4.442,2024-07-29 20:13:56
-9.824,4.444,2024-07-29 20:13:57
-10.000,4.443,2024-07-29 20:13:57
8.984,4.446,2024-07-29 20:13:58
9.045,4.449,2024-07-29 20:13:58
9.398,4.451,2024-07-29 20:13:59
9.530,4.451,2024-07-29 20:13:59
-10.000,4.457,2024-07-29 20:14:00
-10.000,4.456,2024-07-29 20:14:00
-10.000,4.456,2024-07-29 20:14:01
-10.000,4.456,2024-07-29 20:14:01
-8.776,4.428,2024-07-29 20:25:22
-8.899,4.456,2024-07-29 20:25:22
-9.097,4.454,2024-07-29 20:25:23
-9.387,4.440,2024-07-29 20:25:23
-9.602,4.418,2024-07-29 20:25:24
-9.783,4.456,2024-07-29 20:25:24
8.588,4.439,2024-07-29 20:25:25
8.926,4.440,2024-07-29 20:25:25
9.112,4.450,2024-07-29 20:25:26
9.361,4.451,2024-07-29 20:25:26
-10.000,4.457,2024-07-29 20:25:27
-10.000,4.456,2024-07-29 20:25:27
-10.000,4.456,2024-07-29 20:25:28
9.280,4.452,2024-07-29 20:25:28
8.985,4.452,2024-07-29 20:25:29
8.866,4.452,2024-07-29 20:25:29
8.423,4.453,2024-07-29 20:25:30
7.834,4.453,2024-07-29 20:25:30
7.021,4.454,2024-07-29 20:25:31
8.744,4.451,2024-07-29 20:36:51
-10.000,4.457,2024-07-29 20:36:51
-10.000,4.457,2024-07-29 20:36:52
-10.000,4.457,2024-07-29 20:36:52
-10.000,4.456,2024-07-29 20:36:53
9.513,4.452,2024-07-29 20:36:53
9.265,4.452,2024-07-29 20:36:54
9.138,4.452,2024-07-29 20:36:55
-10.000,4.455,2024-07-29 20:36:55
-10.000,4.455,2024-07-29 20:36:56
-9.667,4.455,2024-07-29 20:36:56
7.433,4.454,2024-07-29 20:36:57
6.635,4.454,2024-07-29 20:36:57
5.921,4.454,2024-07-29 20:36:58
4.909,4.353,2024-07-29 20:36:58
-5.383,4.142,2024-07-29 20:36:59
-4.644,4.055,2024-07-29 20:36:59
2.358,4.410,2024-07-29 20:37:00
1.341,4.276,2024-07-29 20:37:00
1.965,4.294,2024-07-29 20:48:20
1.019,4.396,2024-07-29 20:48:21
-0.153,4.196,2024-07-29 20:48:21
-7.455,4.270,2024-07-29 20:48:22
6.410,4.194,2024-07-29 20:48:22
7.049,4.170,2024-07-29 20:48:23
7.294,4.420,2024-07-29 20:48:23
7.802,4.434,2024-07-29 20:48:24
-9.934,4.450,2024-07-29 20:48:24
-10.000,4.456,2024-07-29 20:48:25
-10.000,4.458,2024-07-29 20:48:25
-10.000,4.457,2024-07-29 20:48:26
9.529,4.451,2024-07-29 20:48:26
9.356,4.452,2024-07-29 20:48:27
9.091,4.452,2024-07-29 20:48:27
-10.000,4.456,2024-07-29 20:48:28
-10.000,4.455,2024-07-29 20:48:28
-9.306,4.454,2024-07-29 20:48:29
6.731,4.454,2024-07-29 20:48:29
4.085,4.307,2024-07-29 20:59:49
3.462,4.382,2024-07-29 20:59:50
2.969,4.274,2024-07-29 20:59:50
2.117,4.316,2024-07-29 20:59:51
1.285,4.381,2024-07-29 20:59:51
0.308,4.382,2024-07-29 20:59:52
5.470,4.125,2024-07-29 20:59:52
6.130,4.201,2024-07-29 20:59:53
6.647,4.386,2024-07-29 20:59:53
7.185,4.433,2024-07-29 20:59:54
-9.442,4.411,2024-07-29 20:59:54
-9.887,4.433,2024-07-29 20:59:55
-10.000,4.455,2024-07-29 20:59:55
9.284,4.451,2024-07-29 20:59:56
9.556,4.451,2024-07-29 20:59:56
9.431,4.452,2024-07-29 20:59:57
-10.000,4.457,2024-07-29 20:59:57
-10.000,4.456,2024-07-29 20:59:58
-10.000,4.455,2024-07-29 20:59:58
-9.021,4.327,2024-07-29 21:11:19
-8.743,4.304,2024-07-29 21:11:19
-8.353,4.447,2024-07-29 21:11:20
6.511,4.376,2024-07-29 21:11:20
6.468,4.165,2024-07-29 21:11:21
6.209,4.274,2024-07-29 21:11:21
6.180,4.250,2024-07-29 21:11:22
-7.876,4.387,2024-07-29 21:11:22
-7.909,4.305,2024-07-29 21:11:23
-7.845,4.408,2024-07-29 21:11:23
6.152,4.369,2024-07-29 21:11:24
6.323,4.218,2024-07-29 21:11:24
6.524,4.158,2024-07-29 21:11:25
-8.265,4.365,2024-07-29 21:11:25
-8.415,4.303,2024-07-29 21:11:26
-8.570,4.332,2024-07-29 21:11:26
-8.827,4.336,2024-07-29 21:11:27
-8.992,4.345,2024-07-29 21:11:27
-9.147,4.455,2024-07-29 21:11:28
-8.565,4.334,2024-07-29 21:22:48
-8.929,4.346,2024-07-29 21:22:48
-9.282,4.390,2024-07-29 21:22:49
7.811,4.429,2024-07-29 21:22:49
8.258,4.387,2024-07-29 21:22:50
8.606,4.441,2024-07-29 21:22:50
-10.000,4.453,2024-07-29 21:22:51
-10.000,4.458,2024-07-29 21:22:51
-10.000,4.456,2024-07-29 21:22:52
-10.000,4.457,2024-07-29 21:22:52
-10.000,4.457,2024-07-29 21:22:53
9.508,4.451,2024-07-29 21:22:53
9.188,4.451,2024-07-29 21:22:54
9.576,4.451,2024-07-29 21:22:54
9.599,4.451,2024-07-29 21:22:55
-10.000,4.457,2024-07-29 21:22:55
-10.000,4.456,2024-07-29 21:22:56
-10.000,4.457,2024-07-29 21:22:56
-10.000,4.457,2024-07-29 21:22:57
-10.000,4.457,2024-07-29 21:34:17
-10.000,4.457,2024-07-29 21:34:18
-10.000,4.456,2024-07-29 21:34:18
-10.000,4.457,2024-07-29 21:34:19
9.442,4.451,2024-07-29 21:34:19
9.077,4.452,2024-07-29 21:34:20
9.168,4.451,2024-07-29 21:34:20
-10.000,4.456,2024-07-29 21:34:21
-10.000,4.457,2024-07-29 21:34:21
-10.000,4.457,2024-07-29 21:34:22
-10.000,4.457,2024-07-29 21:34:22
-10.000,4.457,2024-07-29 21:34:23
-10.000,4.458,2024-07-29 21:34:23
9.073,4.450,2024-07-29 21:34:24
9.208,4.451,2024-07-29 21:34:24
9.223,4.450,2024-07-29 21:34:25
-10.000,4.456,2024-07-29 21:34:25
-10.000,4.452,2024-07-29 21:34:26
8.993,4.437,2024-07-29 21:34:26
7.054,4.216,2024-07-29 21:45:47
7.102,4.404,2024-07-29 21:45:47
7.214,4.441,2024-07-29 21:45:48
7.562,4.430,2024-07-29 21:45:48
-9.459,4.456,2024-07-29 21:45:49
-9.684,4.447,2024-07-29 21:45:49
-10.000,4.447,2024-07-29 21:45:50
8.818,4.429,2024-07-29 21:45:50
9.057,4.450,2024-07-29 21:45:51
9.153,4.451,2024-07-29 21:45:51
-10.000,4.457,2024-07-29 21:45:52
-10.000,4.457,2024-07-29 21:45:52
-10.000,4.457,2024-07-29 21:45:53
9.385,4.451,2024-07-29 21:45:53
9.476,4.452,2024-07-29 21:45:54
9.291,4.452,2024-07-29 21:45:54
9.321,4.451,2024-07-29 21:45:55
9.367,4.452,2024-07-29 21:45:55
-10.000,4.455,2024-07-29 21:45:56
-2.935,4.282,2024-07-29 21:57:16
-2.701,4.165,2024-07-29 21:57:17
-2.521,4.274,2024-07-29 21:57:17
-2.342,4.263,2024-07-29 21:57:18
0.760,4.355,2024-07-29 21:57:18
0.552,4.327,2024-07-29 21:57:19
0.424,4.319,2024-07-29 21:57:19
0.268,4.259,2024-07-29 21:57:20
-1.677,4.221,2024-07-29 21:57:20
-1.480,4.062,2024-07-29 21:57:21
-1.517,4.193,2024-07-29 21:57:21
-1.509,4.174,2024-07-29 21:57:22
0.049,4.286,2024-07-29 21:57:22
0.060,4.245,2024-07-29 21:57:23
0.165,4.286,2024-07-29 21:57:23
-1.767,4.151,2024-07-29 21:57:24
-2.025,4.253,2024-07-29 21:57:24
0.788,4.294,2024-07-29 21:57:25
1.004,4.267,2024-07-29 21:57:25
-4.624,4.225,2024-07-29 22:08:45
-4.953,4.037,2024-07-29 22:08:46
-5.211,4.099,2024-07-29 22:08:46
-5.434,4.153,2024-07-29 22:08:47
4.287,4.356,2024-07-29 22:08:47
4.550,4.345,2024-07-29 22:08:48
4.914,4.324,2024-07-29 22:08:48
-7.173,4.017,2024-07-29 22:08:49
-7.363,4.451,2024-07-29 22:08:49
-7.575,4.453,2024-07-29 22:08:50
6.246,4.455,2024-07-29 22:08:50
6.454,4.454,2024-07-29 22:08:51
6.636,4.454,2024-07-29 22:08:51
-8.385,4.454,2024-07-29 22:08:52
-8.592,4.453,2024-07-29 22:08:52
-8.822,4.454,2024-07-29 22:08:53
-8.946,4.454,2024-07-29 22:08:53
7.637,4.453,2024-07-29 22:08:54
7.763,4.453,2024-07-29 22:08:54
5.774,4.122,2024-07-29 22:20:15
1.402,4.081,2024-07-29 22:20:15
-1.658,4.182,2024-07-29 22:20:16
1.005,4.344,2024-07-29 22:20:16
1.678,4.264,2024-07-29 22:20:17
2.336,4.374,2024-07-29 22:20:17
-4.280,4.120,2024-07-29 22:20:18
-4.751,4.172,2024-07-29 22:20:18
-5.198,4.067,2024-07-29 22:20:19
-6.190,4.087,2024-07-29 22:20:19
4.857,4.379,2024-07-29 22:20:20
5.261,4.262,2024-07-29 22:20:20
5.890,4.454,2024-07-29 22:20:21
6.244,4.454,2024-07-29 22:20:21
-8.279,4.454,2024-07-29 22:20:22
-8.619,4.454,2024-07-29 22:20:22
-9.029,4.454,2024-07-29 22:20:23
7.750,4.453,2024-07-29 22:20:23
7.977,4.453,2024-07-29 22:20:24
9.238,4.449,2024-07-29 22:31:44
9.140,4.451,2024-07-29 22:31:44
9.246,4.451,2024-07-29 22:31:45
-10.000,4.456,2024-07-29 22:31:45
-10.000,4.457,2024-07-29 22:31:46
-10.000,4.456,2024-07-29 22:31:46
-10.000,4.455,2024-07-29 22:31:47
9.227,4.451,2024-07-29 22:31:47
8.970,4.453,2024-07-29 22:31:48
9.269,4.452,2024-07-29 22:31:48
-10.000,4.456,2024-07-29 22:31:49
-10.000,4.455,2024-07-29 22:31:49
-10.000,4.455,2024-07-29 22:31:50
-10.000,4.455,2024-07-29 22:31:50
8.521,4.453,2024-07-29 22:31:51
8.505,4.453,2024-07-29 22:31:51
8.643,4.454,2024-07-29 22:31:52
-10.000,4.455,2024-07-29 22:31:52
-10.000,4.455,2024-07-29 22:31:53
-9.256,4.381,2024-07-29 22:43:13
-9.953,4.451,2024-07-29 22:43:14
-10.000,4.457,2024-07-29 22:43:14
-10.000,4.457,2024-07-29 22:43:15
9.521,4.452,2024-07-29 22:43:15
9.343,4.452,2024-07-29 22:43:16
8.798,4.453,2024-07-29 22:43:16
-9.699,4.454,2024-07-29 22:43:17
-8.556,4.454,2024-07-29 22:43:17
-7.514,4.453,2024-07-29 22:43:18
-6.300,4.085,2024-07-29 22:43:18
3.111,4.370,2024-07-29 22:43:19
1.655,4.288,2024-07-29 22:43:19
0.325,4.227,2024-07-29 22:43:20
5.792,4.117,2024-07-29 22:43:20
6.628,4.146,2024-07-29 22:43:21
7.200,4.314,2024-07-29 22:43:21
-9.367,4.454,2024-07-29 22:43:22
-9.830,4.435,2024-07-29 22:43:22
-3.833,4.181,2024-07-29 22:54:43
-3.535,4.080,2024-07-29 22:54:44
1.711,4.267,2024-07-29 22:54:44
1.365,4.384,2024-07-29 22:54:45
0.974,4.310,2024-07-29 22:54:45
0.542,4.375,2024-07-29 22:54:46
-1.408,4.209,2024-07-29 22:54:46
2.996,4.056,2024-07-29 22:54:47
5.744,4.109,2024-07-29 22:54:47
5.892,4.286,2024-07-29 22:54:48
6.175,4.393,2024-07-29 22:54:48
-8.258,4.434,2024-07-29 22:54:49
-8.612,4.325,2024-07-29 22:54:49
-8.851,4.452,2024-07-29 22:54:50
7.618,4.381,2024-07-29 22:54:50
7.984,4.389,2024-07-29 22:54:51
8.259,4.397,2024-07-29 22:54:51
-10.000,4.431,2024-07-29 22:54:52
-10.000,4.452,2024-07-29 22:54:52
8.942,4.450,2024-07-29 22:54:53
-5.090,4.145,2024-07-29 23:06:13
-5.360,4.149,2024-07-29 23:06:13
-5.543,4.154,2024-07-29 23:06:14
-6.184,4.161,2024-07-29 23:06:14
4.454,4.340,2024-07-29 23:06:15
4.592,4.359,2024-07-29 23:06:15
4.670,4.349,2024-07-29 23:06:16
4.748,4.370,2024-07-29 23:06:16
4.715,4.323,2024-07-29 23:06:17
4.725,4.261,2024-07-29 23:06:17
-6.654,4.092,2024-07-29 23:06:18
-6.605,4.279,2024-07-29 23:06:19
-6.534,4.284,2024-07-29 23:06:19
-6.471,4.069,2024-07-29 23:06:20
4.480,4.353,2024-07-29 23:06:20
4.411,4.247,2024-07-29 23:06:21
4.068,4.235,2024-07-29 23:06:21
3.877,4.263,2024-07-29 23:06:22
-5.126,4.223,2024-07-29 23:06:22
-8.968,4.441,2024-07-29 23:17:42
-8.710,4.362,2024-07-29 23:17:43
-8.505,4.328,2024-07-29 23:17:43
6.684,4.340,2024-07-29 23:17:44
6.365,4.255,2024-07-29 23:17:44
6.223,4.273,2024-07-29 23:17:45
6.062,4.293,2024-07-29 23:17:45
-7.667,4.386,2024-07-29 23:17:46
-7.620,4.329,2024-07-29 23:17:46
-7.534,4.324,2024-07-29 23:17:47
-7.458,4.276,2024-07-29 23:17:47
-7.305,4.315,2024-07-29 23:17:48
5.454,4.056,2024-07-29 23:17:48
1.516,4.085,2024-07-29 23:17:49
-0.789,4.070,2024-07-29 23:17:49
-0.388,4.272,2024-07-29 23:17:50
0.002,4.352,2024-07-29 23:17:50
0.231,4.266,2024-07-29 23:17:51
0.420,4.282,2024-07-29 23:17:51
0.558,4.320,2024-07-29 23:17:52
-9.016,4.367,2024-07-29 23:29:12
7.751,4.307,2024-07-29 23:29:13
7.978,4.381,2024-07-29 23:29:13
8.082,4.397,2024-07-29 23:29:14
-10.000,4.450,2024-07-29 23:29:14
-10.000,4.442,2024-07-29 23:29:15
9.210,4.448,2024-07-29 23:29:15
9.270,4.451,2024-07-29 23:29:16
9.104,4.450,2024-07-29 23:29:16
-10.000,4.456,2024-07-29 23:29:17
-10.000,4.456,2024-07-29 23:29:17
-10.000,4.457,2024-07-29 23:29:18
9.378,4.452,2024-07-29 23:29:18
9.514,4.452,2024-07-29 23:29:19
-10.000,4.456,2024-07-29 23:29:19
-10.000,4.456,2024-07-29 23:29:20
-10.000,4.456,2024-07-29 23:29:20
9.288,4.452,2024-07-29 23:29:21
9.039,4.452,2024-07-29 23:29:21
-10.000,4.455,2024-07-29 23:40:42
-10.000,4.456,2024-07-29 23:40:43
-10.000,4.455,2024-07-29 23:40:43
8.628,4.454,2024-07-29 23:40:44
8.274,4.453,2024-07-29 23:40:44
7.754,4.453,2024-07-29 23:40:45
7.082,4.454,2024-07-29 23:40:45
6.331,4.454,2024-07-29 23:40:46
-7.128,4.094,2024-07-29 23:40:46
-5.469,4.077,2024-07-29 23:40:47
-4.381,4.106,2024-07-29 23:40:47
1.523,4.281,2024-07-29 23:40:48
-0.163,4.309,2024-07-29 23:40:48
-7.730,4.359,2024-07-29 23:40:49
6.887,4.433,2024-07-29 23:40:49
7.820,4.393,2024-07-29 23:40:50
8.626,4.446,2024-07-29 23:40:50
-10.000,4.458,2024-07-29 23:40:51
-10.000,4.457,2024-07-29 23:40:51
-7.941,4.454,2024-07-29 23:52:12
-8.158,4.454,2024-07-29 23:52:12
-8.377,4.454,2024-07-29 23:52:13
-8.670,4.455,2024-07-29 23:52:13
-8.967,4.454,2024-07-29 23:52:14
7.705,4.454,2024-07-29 23:52:14
7.992,4.453,2024-07-29 23:52:15
8.267,4.453,2024-07-29 23:52:15
-10.000,4.454,2024-07-29 23:52:16
-10.000,4.455,2024-07-29 23:52:16
-10.000,4.455,2024-07-29 23:52:17
-10.000,4.455,2024-07-29 23:52:17
9.068,4.452,2024-07-29 23:52:18
9.029,4.452,2024-07-29 23:52:18
9.404,4.452,2024-07-29 23:52:19
